19,139,104509,73.830011398,8.125,216.77,3.2787956953,5.0,0,0,1,0,105000,547,84.0,0.0,191.42,3,1
25,146,290027,117.25400133,6.745,153.35,-4.146710947,9.0,0,0,1,0,292000,625,80.0,6.745,226.29,10,0
14,134,506880,74.782413375,4.375,158.77,-3.339549297,9.5,0,0,1,0,532000,688,80.0,0.0,155.77,23,1
28,148,111444,105.02683259999999,4.125,153.35,-4.146710947,9.0,0,0,1,1,106400,782,70.0,1.0,219.67,8,1
27,147,218309,113.9699233,7.75,156.04,2.6941105489,9.4,0,0,1,0,218400,771,80.0,7.75,222.39,8,0
27,144,119127,84.077201211,2.875,189.82,2.8363581757,5.7,0,0,0,1,132800,641,80.0,7.5,222.39,34,0
22,143,159884,93.65372983,6.75,180.52,0.8368586627,5.0,0,0,1,1,164000,652,80.0,6.75,216.77,9,0
19,140,74025,68.660546422,7.75,221.91,2.9871094449,5.0,0,0,1,0,74400,682,80.0,7.75,191.42,2,1
26,146,290982,106.17373504,7.375,189.82,2.8363581757,5.7,0,0,1,0,325000,715,100.0,7.375,225.1,30,0
22,143,371365,86.135673738,5.875,187.65,2.4436475652,5.7,1,0,0,0,433300,766,87.0,5.875,216.77,31,1
13,134,125076,67.136177903,8.2,199.21,3.5563345819,5.3,0,0,0,0,126000,648,90.0,0.0,149.7,1,0
26,186,357082,126.61954198,3.0,154.87,1.6391549258000002,9.1,1,0,0,0,323000,684,78.8,1.0,225.1,19,0
9,129,77582,62.387775386,11.45,179.45,4.1266843515,5.6,0,0,1,0,78200,569,85.0,11.45,132.76,2,1
13,134,80000,80.092022899,6.5,186.91,3.3705107906,5.5,0,0,1,0,80000,717,100.0,0.0,149.7,2,1
17,117,291794,66.144092817,4.5,216.77,3.2787956953,5.0,0,0,1,0,291794,710,79.9,3.625,179.45,1,1
27,147,175459,116.28111916,9.75,156.04,2.6941105489,9.4,0,0,1,0,180000,511,83.7,9.75,222.39,14,1
23,136,555498,73.239060415,4.875,225.1,2.1513648831,4.7,0,0,1,0,575000,675,76.9,4.875,221.91,4,1
19,140,156000,68.440670391,6.375,223.75,3.1211950891000004,4.7,0,1,0,0,156000,699,80.0,6.375,191.42,4,1
24,145,95131,101.46464211,8.3,219.67,1.2291722496,4.6,0,0,1,0,95500,611,100.0,8.3,223.75,2,1
20,141,136314,52.830516634,4.375,161.13,1.0810494182,8.0,0,0,1,0,255200,622,80.0,7.19,199.21,1,0
17,137,228187,63.106553373000004,6.375,223.75,3.1211950891000004,4.7,0,0,1,0,232000,738,80.0,6.375,179.45,6,1
26,86,125185,58.935831335,2.0,189.82,2.8363581757,5.7,0,0,0,0,200000,715,79.4,0.0,225.1,31,0
23,143,239772,61.91802818399999,11.6,226.29,2.8991367167,4.7,0,0,1,0,240000,515,63.2,11.6,221.91,1,1
22,143,91856,84.809091997,6.688,200.67,1.8506891663,4.7,0,0,1,0,93600,642,80.0,0.0,216.77,7,0
18,137,135182,78.24667473699999,8.625,219.67,1.2291722496,4.6,0,0,1,0,139650,656,95.0,0.0,186.91,4,1
21,142,189750,73.635594415,6.7,212.73,2.2742178006000002,4.7,0,0,1,0,189750,663,75.0,6.7,208.86,6,1
27,147,213422,92.78015757,3.625,189.82,2.8363581757,5.7,0,0,1,0,215600,653,80.0,6.875,222.39,32,0
23,143,451499,70.713794837,6.625,219.67,1.2291722496,4.6,0,1,0,1,451500,734,70.0,6.625,221.91,4,1
21,141,349950,105.64491654,5.5,158.16,-0.241080652,10.0,0,1,0,0,349950,796,80.0,5.5,208.86,17,1
27,148,162384,110.03875929999998,6.875,158.16,-0.241080652,10.0,0,1,0,0,166000,665,80.0,6.875,222.39,10,0
16,136,600308,57.35751081,4.875,219.67,1.2291722496,4.6,1,0,0,0,640000,693,80.0,0.0,167.91,11,1
17,137,39080,71.825248268,6.5,221.91,2.9871094449,5.0,0,0,1,1,39600,662,90.0,6.5,179.45,4,1
23,144,260827,82.449274702,7.7,212.73,2.2742178006000002,4.7,0,0,1,0,264000,644,80.0,7.7,221.91,5,1
14,134,296037,72.890905068,6.5,158.16,-0.241080652,10.0,0,0,1,0,320000,715,80.0,6.5,155.77,12,0
26,187,649079,123.17298175,4.625,158.16,-0.241080652,10.0,0,0,1,0,600000,781,80.0,1.75,225.1,12,0
23,143,547992,86.485002809,6.875,181.43,1.7170529058000001,6.6,0,0,1,0,620000,698,80.0,6.875,221.91,28,1
11,132,44239,38.984365985,6.875,189.82,2.8363581757,5.7,0,0,1,1,63750,657,75.0,6.875,142.18,46,0
28,148,388625,122.51483544,7.62,151.48,-3.5165679869999997,7.8,1,0,0,0,391000,600,85.0,7.62,219.67,5,0
5,126,54195,51.533549926999996,8.45,189.82,2.8363581757,5.7,0,0,1,0,66500,724,100.0,8.45,120.03,41,1
21,142,112000,76.063185688,6.375,219.67,1.2291722496,4.6,0,0,1,1,112000,673,80.0,6.375,208.86,6,1
27,147,239860,113.83155967,7.5,156.21,1.5859655122,9.8,0,0,1,1,239990,694,80.0,7.5,222.39,12,0
20,141,336805,67.874579133,6.75,219.67,1.2291722496,4.6,0,0,1,0,337500,638,75.0,6.75,199.21,6,0
21,141,109537,120.32590281,8.375,161.13,1.0810494182,8.0,0,0,1,0,118000,675,100.0,7.865,208.86,30,0
18,138,495000,75.805056104,7.375,221.91,2.9871094449,5.0,0,0,0,0,495000,650,90.0,7.375,186.91,4,1
17,137,344378,62.012347183,5.75,189.82,2.8363581757,5.7,0,0,0,0,420000,681,80.0,5.75,179.45,41,0
26,146,161265,84.503085449,7.99,212.73,2.2742178006000002,4.7,0,0,1,0,161550,660,80.0,0.0,225.1,2,0
23,144,398615,99.99093691700001,5.875,173.17,0.8929961554000001,7.6,0,1,0,0,400000,729,78.3,5.875,221.91,29,1
21,141,60656,60.67357893,7.45,189.82,2.8363581757,5.7,0,0,0,0,88000,654,80.0,7.45,208.86,9,0
15,135,121349,67.837871104,7.25,221.91,2.9871094449,5.0,0,0,1,0,123500,611,95.0,7.25,161.27,6,1
7,128,71622,49.725136878,7.63,167.91,4.320113768,5.7,0,0,1,0,77000,626,72.6,7.63,123.64,8,1
17,135,295197,77.57932199999998,8.0,216.77,3.2787956953,5.0,0,0,1,0,299250,654,95.0,8.0,179.45,6,1
18,139,77000,80.094058221,6.125,208.86,3.3469293745999997,5.2,0,1,0,0,77000,772,89.5,6.125,186.91,2,1
24,145,218267,102.44604581,7.625,173.35,-0.314447747,5.8,0,1,0,0,220000,604,80.0,7.625,223.75,8,0
21,141,210349,94.017666775,7.5,217.37,1.6929686703,4.5,0,0,1,0,213900,706,99.5,0.0,208.86,8,1
22,142,172000,78.943870351,6.25,219.67,1.2291722496,4.6,0,0,1,0,172000,618,80.0,6.25,216.77,4,1
19,139,276195,87.858848458,7.0,216.77,3.2787956953,5.0,0,0,1,0,277600,756,100.0,0.0,191.42,2,1
13,134,235629,48.977301121,6.45,208.86,3.3469293745999997,5.2,0,1,0,0,240000,637,69.6,0.0,149.7,1,1
25,145,146758,117.0612075,10.0,153.35,-4.146710947,9.0,0,0,1,0,148000,626,80.0,8.3,226.29,10,0
14,134,61545,64.190697734,9.875,226.29,2.8991367167,4.7,0,0,1,0,62700,702,95.0,0.0,155.77,9,0
24,84,33699,109.91959795,9.75,180.52,0.8368586627,5.0,0,0,1,0,36100,587,95.0,9.75,223.75,8,1
5,45,27686,25.602392523000002,11.5,222.39,2.3617217155000003,4.4,0,0,1,0,45000,679,77.1,11.5,120.03,4,0
13,114,497636,49.348607085,5.5,221.91,2.9871094449,5.0,0,0,1,0,500000,718,73.5,3.25,149.7,5,1
10,131,0,0.0,9.25,156.04,2.6941105489,9.4,0,0,0,0,40000,571,78.4,0.0,138.62,7,1
27,145,375120,88.658992376,7.875,200.67,1.8506891663,4.7,0,1,0,0,375120,746,80.0,7.875,222.39,5,0
27,147,275056,98.246877986,8.745,180.52,0.8368586627,5.0,0,0,0,0,275920,653,80.0,8.745,222.39,5,0
28,148,86093,99.18020147700001,7.74,173.35,-0.314447747,5.8,0,0,1,0,88000,668,80.0,7.74,219.67,5,1
17,135,59415,88.41227786299999,7.75,191.42,3.0694826904,5.5,0,0,1,0,59850,662,95.0,7.75,179.45,3,1
24,144,176000,111.13870607,7.875,161.06,2.6824968062,9.9,0,0,1,0,176000,723,80.0,7.875,223.75,15,0
5,122,83748,73.034825292,12.45,122.89,0.49371485460000003,4.6,0,0,1,0,84000,538,75.0,0.0,120.03,2,1
19,139,137875,70.174019635,7.59,216.77,3.2787956953,5.0,0,0,1,0,138800,627,80.0,7.59,191.42,2,1
23,141,336000,81.670883747,6.375,217.37,1.6929686703,4.5,0,0,1,0,336000,685,80.0,0.0,221.91,7,0
8,129,63898,43.265464958,7.9,208.86,3.3469293745999997,5.2,0,0,1,0,65000,594,73.0,0.0,125.92,1,1
27,147,55018,110.78416389,8.46,155.61,1.1759090317,9.0,0,0,1,0,56000,623,78.9,8.46,222.39,17,0
16,136,208726,68.79989546,6.5,216.77,3.2787956953,5.0,0,1,0,1,211500,717,90.0,6.5,167.91,5,1
12,132,92648,53.227453321000006,6.375,225.1,2.1513648831,4.7,0,0,0,0,89600,632,80.0,6.375,144.84,3,1
18,138,89479,66.597352423,10.25,219.67,1.2291722496,4.6,0,0,1,0,91457,701,80.0,0.0,186.91,9,1
21,141,343508,70.494593559,6.261,225.1,2.1513648831,4.7,1,0,0,0,340000,655,75.2,0.0,208.86,2,1
19,165,103526,81.562103001,5.875,189.82,2.8363581757,5.7,0,0,1,0,115200,616,90.0,5.875,191.42,9,0
28,148,527627,79.816911147,5.0,189.82,2.8363581757,5.7,0,1,0,0,612000,707,80.0,5.0,219.67,31,0
13,133,89150,52.273405496,6.99,189.82,2.8363581757,5.7,0,0,1,0,107600,561,80.0,0.0,149.7,43,0
20,140,545000,71.993499104,2.875,189.82,2.8363581757,5.7,0,1,0,0,545000,710,68.6,5.125,199.21,38,0
19,140,90922,67.717888206,5.875,219.67,1.2291722496,4.6,0,0,1,0,93600,707,80.0,5.875,191.42,5,1
18,138,138080,65.37822706,5.85,221.91,2.9871094449,5.0,0,0,1,0,140000,648,78.7,0.0,186.91,5,1
25,145,640000,114.46130501,7.5,158.16,-0.241080652,10.0,0,0,1,0,640000,780,80.0,7.5,226.29,13,0
20,140,187139,61.27554219899999,7.35,187.2,2.5560517331,6.2,0,0,1,0,260000,672,80.0,7.35,199.21,33,1
26,146,79600,103.88231901,7.57,173.35,-0.314447747,5.8,0,0,0,0,79600,618,80.0,7.57,225.1,7,0
25,145,100955,102.74035393,6.125,161.13,1.0810494182,8.0,0,0,1,0,110400,663,80.0,6.875,226.29,26,1
14,135,241906,64.54229768100001,6.9,191.42,3.0694826904,5.5,0,0,0,0,244000,600,80.0,6.9,155.77,3,1
-5,115,58662,36.009155035999996,10.25,142.18,2.0157056035,5.7,0,0,0,1,60000,657,58.3,10.25,89.82,10,1
24,144,276000,114.18136022,9.875,173.35,-0.314447747,5.8,0,1,0,0,280488,562,89.9,7.95,223.75,7,0
22,142,383569,123.22726188,4.473,153.35,-4.146710947,9.0,1,0,0,0,352000,704,80.0,1.0,216.77,14,0
18,138,188797,68.068652113,6.5,219.67,1.2291722496,4.6,0,1,0,0,188800,601,80.0,0.0,186.91,9,1
22,143,693267,90.89403914100001,9.725,186.12,1.1041627602,5.0,0,0,0,0,700000,680,78.8,0.0,216.77,8,0
18,138,170997,72.164810069,7.875,223.75,3.1211950891000004,4.7,0,1,0,0,173000,566,87.4,0.0,186.91,5,1
